keys,fr,en
"Un sang pour un autre. L'échange est rarement équitable, sauf pour toi, cette fois.","Un sang pour un autre. L'échange est rarement équitable, sauf pour toi, cette fois.","One blood for another. The exchange is rarely fair, except for you, this time."
"Étreinte du Gouffre","Étreinte du Gouffre","Abyssal Grasp"
"Gèle un serviteur ennemi ciblé un tour.
Votre héros perd 1 point de vie.","Gèle un serviteur ennemi ciblé un tour.
Votre héros perd 1 point de vie.","Freeze target enemy minion for one turn.
Your hero loses 1 HP."
"Le froid des Abysses n'épargne personne, pas même celui qui l'invoque.","Le froid des Abysses n'épargne personne, pas même celui qui l'invoque.","The cold of the Abyss spares no one, not even the one who summons it."
"Marque du Pacte","Marque du Pacte","Pact Brand"
"Un serviteur Démon allié ciblé gagne RANG INFERNAL jusqu'à fin de tour.","Un serviteur Démon allié ciblé gagne RANG INFERNAL jusqu'à fin de tour.","Target allied Demon minion gains Infernal Rank until end of turn."
"La marque ne s'efface pas. Elle attend juste son heure.","La marque ne s'efface pas. Elle attend juste son heure.","The mark does not fade. It simply waits for its moment."
"Hurlement Écarlate","Hurlement Écarlate","Crimson Wail"
"Vos Démons alliés gagnent +1/+0 ce tour.
Votre héros perd 2 points de vie.
Si 5 Démons alliés ou plus sont en jeu, +2/+0 à la place.","Vos Démons alliés gagnent +1/+0 ce tour.
Votre héros perd 2 points de vie.
Si 5 Démons alliés ou plus sont en jeu, +2/+0 à la place.","Your allied Demons gain +1/+0 this turn.
Your hero loses 2 HP.
If 5 or more allied Demons are in play, +2/+0 instead."
"Plus ils sont nombreux à hurler, plus le prix grimpe, pour toi.","Plus ils sont nombreux à hurler, plus le prix grimpe, pour toi.","The more voices join the scream, the higher the price climbs, for you."
"Emprise Écarlate","Emprise Écarlate","Crimson Dominion"
"Prend le contrôle d'un serviteur ennemi ayant 2 ATK ou moins jusqu'à la fin de ce tour, puis le détruit.","Prend le contrôle d'un serviteur ennemi ayant 2 ATK ou moins jusqu'à la fin de ce tour, puis le détruit.","Take control of an enemy minion with 2 ATK or less until the end of this turn, then destroy it."
"Elle n'emprunte jamais rien. Elle rend, mais brisé.","Elle n'emprunte jamais rien. Elle rend, mais brisé.","It never merely borrows. It gives back, broken."
"Communion Écarlate","Communion Écarlate","Crimson Communion"
"Votre héros regagne 3 points de vie.
Piochez une carte.","Votre héros regagne 3 points de vie.
Piochez une carte.","Your hero regains 3 HP.
Draw a card."
"Le pacte n'est pas qu'une dette. Parfois, il rembourse.","Le pacte n'est pas qu'une dette. Parfois, il rembourse.","The pact is not only a debt. Sometimes, it pays back."
"Ultime Sacrifice","Ultime Sacrifice","Ultimate Sacrifice"
"Sacrifice jusqu'à 3 : Piochez une carte par serviteur sacrifié.
Votre héros perd 1 point de vie par serviteur sacrifié.","Sacrifice jusqu'à 3 : Piochez une carte par serviteur sacrifié.
Votre héros perd 1 point de vie par serviteur sacrifié.","Sacrifice up to 3: Draw a card per sacrificed minion.
Your hero loses 1 HP per sacrificed minion."
"Ils ne meurent pas pour rien. Ils meurent pour que tu continues, de justesse.","Ils ne meurent pas pour rien. Ils meurent pour que tu continues, de justesse.","They do not die for nothing. They die so you can go on, just barely."
"Absolution Écarlate","Absolution Écarlate","Crimson Absolution"
"Les dégâts que vos cartes infligeraient à votre héros ce tour sont annulés.","Les dégâts que vos cartes infligeraient à votre héros ce tour sont annulés.","Damage your own cards would deal to your hero this turn is negated."
"Pour une fois, le contrat se tait.","Pour une fois, le contrat se tait.","For once, the contract stays silent."
"Souffle Corrupteur","Souffle Corrupteur","Corrupting Breath"
"Un serviteur ennemi ciblé perd 1 ATK de façon permanente (Corruption).","Un serviteur ennemi ciblé perd 1 ATK de façon permanente (Corruption).","Target enemy minion permanently loses 1 ATK (Corruption)."
"Un murmure suffit. Le reste se fait tout seul, avec le temps.","Un murmure suffit. Le reste se fait tout seul, avec le temps.","One whisper is enough. The rest takes care of itself, given time."
"Doigt Écarlate","Doigt Écarlate","Crimson Finger"
"Piochez une carte.
Votre héros perd 1 point de vie.
Si c'est un Démon, il coûte 1 de moins ce tour.","Piochez une carte.
Votre héros perd 1 point de vie.
Si c'est un Démon, il coûte 1 de moins ce tour.","Draw a card.
Your hero loses 1 HP.
If it is a Demon, it costs 1 less this turn."
"Il désigne. Ce qu'il montre a toujours un prix, y compris pour toi.","Il désigne. Ce qu'il montre a toujours un prix, y compris pour toi.","It points. Whatever it singles out always carries a price, even for you."
"Rituel du Pacte Éternel","Rituel du Pacte Éternel","Eternal Pact Ritual"
"Éveil : Invoque une Larve Infernale 2/1 en rangée Avant.
Pacte 2 : Invoque une Larve Ascendante 1/2 (RANG INFERNAL) en Avant à la place.","Éveil : Invoque une Larve Infernale 2/1 en rangée Avant.
Pacte 2 : Invoque une Larve Ascendante 1/2 (RANG INFERNAL) en Avant à la place.","Awaken: Summon a 2/1 Hellspawn Larva to the Front row.
Pact 2: Summon a 1/2 Ascending Hellspawn (INFERNAL RANK) to the Front row instead."
"Le pacte ne se referme jamais. C'est écrit dans les clauses les plus petites.","Le pacte ne se referme jamais. C'est écrit dans les clauses les plus petites.","The pact never truly closes. It is written into the smallest print."
"Marché de Sang","Marché de Sang","Blood Market"
"Deuil : Invoque une Larve Infernale 2/1.
Pacte 2 : Invoque une Larve Ascendante 1/2 (RANG INFERNAL) en Avant à la place.","Deuil : Invoque une Larve Infernale 2/1.
Pacte 2 : Invoque une Larve Ascendante 1/2 (RANG INFERNAL) en Avant à la place.","Mourning: Summon a 2/1 Hellspawn Larva.
Pact 2: Summon a 1/2 Ascending Hellspawn (INFERNAL RANK) to the Front row instead."
"Chaque offrande en appelle une autre, encore, et encore.","Chaque offrande en appelle une autre, encore, et encore.","Every offering calls for another, again and again."
"Cercle de Corruption","Cercle de Corruption","Circle of Corruption"
"Éveil : inflige Corruption à un serviteur ennemi aléatoire.","Éveil : inflige Corruption à un serviteur ennemi aléatoire.","Awaken: inflict Corruption on a random enemy minion."
"Le cercle ne choisit pas. Il se contente de continuer.","Le cercle ne choisit pas. Il se contente de continuer.","The circle does not choose. It simply continues."
"Communion Infernale","Communion Infernale","Infernal Communion"
"Deuil : Piochez une carte.
Pacte 2 : Piochez une carte supplémentaire.","Deuil : Piochez une carte.
Pacte 2 : Piochez une carte supplémentaire.","Mourning: Draw a card.
Pact 2: Draw an additional card."
"Chaque mort te parle. Écouter a un coût, à chaque fois.","Chaque mort te parle. Écouter a un coût, à chaque fois.","Every death speaks to you. Listening has a cost, every time."
"Cercle de Guérison Infernale","Cercle de Guérison Infernale","Circle of Infernal Healing"
"Éveil : Votre héros regagne 2 points de vie.","Éveil : Votre héros regagne 2 points de vie.","Awaken: Your hero regains 2 HP."
"Même les Abysses savent qu'un pacte mort ne rapporte plus rien.","Même les Abysses savent qu'un pacte mort ne rapporte plus rien.","Even the Abyss knows a dead pact yields nothing more."
"Cercle du Grand Pacte","Cercle du Grand Pacte","Circle of the Grand Pact"
"Sacrifice 1 : Vos serviteurs restants gagnent +1/+1 jusqu'à la fin du tour.
Pacte 1 : +1/+1 supplémentaire.","Sacrifice 1 : Vos serviteurs restants gagnent +1/+1 jusqu'à la fin du tour.
Pacte 1 : +1/+1 supplémentaire.","Sacrifice 1: Your remaining minions gain +1/+1 until end of turn.
Pact 1: An additional +1/+1."
"Le cercle ne se lasse pas de demander. Il attend juste la prochaine offrande.","Le cercle ne se lasse pas de demander. Il attend juste la prochaine offrande.","The circle never tires of asking. It simply waits for the next offering."
"Rituel de la Terreur","Rituel de la Terreur","Terror Ritual"
"Deuil : Le héros ennemi ne peut pas soigner jusqu'à la fin de son prochain tour.","Deuil : Le héros ennemi ne peut pas soigner jusqu'à la fin de son prochain tour.","Mourning: The enemy hero cannot heal until the end of their next turn."
"La peur ne referme aucune plaie. C'est précisément le but, encore et encore.","La peur ne referme aucune plaie. C'est précisément le but, encore et encore.","Fear closes no wound. That is precisely the point, again and again."
"Invasion Écarlate","Invasion Écarlate","Crimson Invasion"
"Éveil : Invoque un Démon aléatoire de coût 4 ou moins.
Pacte 4 : Invoque à la place un Démon aléatoire de coût 6 ou moins.","Éveil : Invoque un Démon aléatoire de coût 4 ou moins.
Pacte 4 : Invoque à la place un Démon aléatoire de coût 6 ou moins.","Awaken: Summon a random Demon with cost 4 or less.
Pact 4: Summon a random Demon with cost 6 or less instead."
"Ils ne demandent pas la permission d'entrer. Ils reviennent, simplement, tour après tour.","Ils ne demandent pas la permission d'entrer. Ils reviennent, simplement, tour après tour.","They do not ask permission to enter. They simply return, turn after turn."
"Rituel de l'Éclipse Rouge","Rituel de l'Éclipse Rouge","Crimson Eclipse Ritual"
"Sortilège ennemi : Annulé s'il cible un de vos Démons.","Sortilège ennemi : Annulé s'il cible un de vos Démons.","Enemy spell: Negated if it targets one of your Demons."
"Sous cette éclipse, même se protéger a un prix, à répétition.","Sous cette éclipse, même se protéger a un prix, à répétition.","Under this eclipse, even self-protection carries a price, again and again."
"Rituel du Gouffre Sans Fond","Rituel du Gouffre Sans Fond","Bottomless Abyss Ritual"
"Sacrifice 1 : Piochez une carte.
Votre héros regagne 1 point de vie.","Sacrifice 1 : Piochez une carte.
Votre héros regagne 1 point de vie.","Sacrifice 1: Draw a card.
Your hero regains 1 HP."
"Le seul rituel démoniaque qui rend plus qu'il ne prend, tant qu'il reste des charges.","Le seul rituel démoniaque qui rend plus qu'il ne prend, tant qu'il reste des charges.","The one demonic ritual that gives back more than it takes, while its charges last."
"Fléau Écarlate","Fléau Écarlate","Crimson Scourge"
"Éveil : Les serviteurs ennemis non Démons subissent -1/-1.
Pacte 2 : -1/-1 supplémentaire.","Éveil : Les serviteurs ennemis non Démons subissent -1/-1.
Pacte 2 : -1/-1 supplémentaire.","Awaken: Non-Demon enemy minions suffer -1/-1.
Pact 2: An additional -1/-1."
"Le fléau ne fait pas de tri. Il revient juste, patiemment.","Le fléau ne fait pas de tri. Il revient juste, patiemment.","The scourge does not sort its victims. It simply returns, patiently."
"Grand Rituel du Pacte","Grand Rituel du Pacte","Grand Pact Ritual"
"Deuil : Ramène en main le Démon allié le plus récemment mort.
Pacte 2 : Ramène aussi le suivant.","Deuil : Ramène en main le Démon allié le plus récemment mort.
Pacte 2 : Ramène aussi le suivant.","Mourning: Return the most recently killed allied Demon to your hand.
Pact 2: Also return the next one."
"Je ne les ai pas ressuscités. Je les rappelle, un par un, à chaque fois qu'il le faut.","Je ne les ai pas ressuscités. Je les rappelle, un par un, à chaque fois qu'il le faut.","I did not resurrect them. I merely call them back, one by one, as often as it takes."
"Autel des Sacrifices","Autel des Sacrifices","Altar of Sacrifice"
"Deuil : Piochez une carte.
Pacte 2 : Piochez une carte supplémentaire.","Deuil : Piochez une carte.
Pacte 2 : Piochez une carte supplémentaire.","Mourning: Draw a card.
Pact 2: Draw an additional card."
"L'autel ne demande jamais deux fois. Il attend, c'est tout.","L'autel ne demande jamais deux fois. Il attend, c'est tout.","The altar never asks twice. It simply waits."
"Fosse Écarlate","Fosse Écarlate","Crimson Pit"
"Renfort : Si 3 Démons alliés ou plus sont en jeu, invoque une Larve Infernale 2/1.","Renfort : Si 3 Démons alliés ou plus sont en jeu, invoque une Larve Infernale 2/1.","Reinforcement: If 3 or more allied Demons are in play, summon a 2/1 Hellspawn Larva."
"Plus elle se remplit, plus elle déborde de quelque chose d'affamé.","Plus elle se remplit, plus elle déborde de quelque chose d'affamé.","The fuller it grows, the more it overflows with something hungry."
"Aura de Corruption","Aura de Corruption","Aura of Corruption"
"Résonance : Ce Démon attaquant inflige Corruption supplémentaire à sa cible.","Résonance : Ce Démon attaquant inflige Corruption supplémentaire à sa cible.","Resonance: This attacking Demon inflicts additional Corruption on its target."
"La corruption ne recule jamais. Elle s'accumule, discrètement.","La corruption ne recule jamais. Elle s'accumule, discrètement.","Corruption never retreats. It simply accumulates, quietly."
"Cœur du Gouffre","Cœur du Gouffre","Heart of the Chasm"
"Éveil : Tous vos serviteurs Démons gagnent +1/+0 jusqu'à la fin du tour.
Pacte 2 : +1/+0 supplémentaire.","Éveil : Tous vos serviteurs Démons gagnent +1/+0 jusqu'à la fin du tour.
Pacte 2 : +1/+0 supplémentaire.","Awaken: All your Demon minions gain +1/+0 until end of turn.
Pact 2: An additional +1/+0."
"Il bat au rythme de ce que tu es prêt à sacrifier chaque matin.","Il bat au rythme de ce que tu es prêt à sacrifier chaque matin.","It beats to the rhythm of what you are willing to sacrifice each morning."
"Sceau du Répit","Sceau du Répit","Seal of Respite"
"Deuil : Votre héros regagne 1 point de vie si le serviteur mort était un Démon allié.","Deuil : Votre héros regagne 1 point de vie si le serviteur mort était un Démon allié.","Mourning: Your hero regains 1 HP if the dead minion was an allied Demon."
"Chaque perte laisse une trace. Celle-ci, au moins, te profite.","Chaque perte laisse une trace. Celle-ci, au moins, te profite.","Every loss leaves a mark. This one, at least, works in your favor."
"Symbiose Infernale","Symbiose Infernale","Infernal Symbiosis"
"Présence : Vos serviteurs en rangée Arrière gagnent +0/+1 par serviteur Démon allié en rangée Avant.","Présence : Vos serviteurs en rangée Arrière gagnent +0/+1 par serviteur Démon allié en rangée Avant.","Presence: Your Back row minions gain +0/+1 per allied Demon minion in the Front row."
"Ceux de devant brûlent. Ceux de derrière se nourrissent de la chaleur.","Ceux de devant brûlent. Ceux de derrière se nourrissent de la chaleur.","Those at the front burn. Those behind feed on the warmth."
"Idole du Grand Pacte","Idole du Grand Pacte","Idol of the Grand Pact"
"Résonance : Le Démon attaquant inflige 1 dégât splash aux serviteurs adjacents à la cible.
Pacte 2 : +1 dégât splash supplémentaire.","Résonance : Le Démon attaquant inflige 1 dégât splash aux serviteurs adjacents à la cible.
Pacte 2 : +1 dégât splash supplémentaire.","Resonance: The attacking Demon deals 1 splash damage to minions adjacent to its target.
Pact 2: 1 additional splash damage."
